ship_type,total_fuel_mt,fuel_per_nm_kg,co2_per_nm_kg,hours_at_sea
Vehicle carrier,3717.82,105.5,327.49,2436.33
Vehicle carrier,3638.92,112.29,349.68,2015.5
General cargo ship,268.2,71.77,225.1,482.68
Bulk carrier,230.61,47.63,150.53,477.51
Container ship,3865.067,61.17,191.04,4535.54
Bulk carrier,129.2,71.3,225.1,187.5
Chemical tanker,1980.41,143.95,432.74,1160.7
Chemical tanker,1412.97,151.78,446.67,711.1
Bulk carrier,270.3,58.35,183.34,421.01
General cargo ship,163.65,46.72,147.87,89.92
General cargo ship,697.431,59.74,187.16,1045.48
General cargo ship,191.45,57.61,180.25,342.63
Chemical tanker,1133.56578,54.5,171.16,2108.13
Chemical tanker,862.7,36.84,115.85,2236.26
Ro-ro ship,5121.92,90.29,281.9,3855.92
Bulk carrier,1201.269,78.08,245.71,2092.23
Ro-pax ship,10088.76,138.19,436.32,5256.25
General cargo ship,3780.67435,58.08,181.39,5651.32
General cargo ship,3505.855718,55.16,172.24,5236.38
General cargo ship,3517.0078,55.26,172.47,5315.43
Container ship,1679.24,65.84,207.25,3356.78
Container ship,1627.88,70.72,222.64,3147.91
Container ship,1870.27,65.91,207.49,3628.16
Container ship,405.94,79.19,247.56,437.91
Container ship,981.83,96.18,301.91,1592.1
Container ship,2101.439,91.44,287.03,2720.2
Bulk carrier,446.2,117.45,370.74,522.1
Container ship,3219.41,61.79,193.03,4700.42
Container ship,334.26,89.75,279.52,445.7
Ro-pax ship,6150.3,125.34,401.83,1874.0
Refrigerated cargo carrier,1896.116,67.11,210.73,3728.9
Refrigerated cargo carrier,1724.48,85.89,269.3,1230.1
Refrigerated cargo carrier,1606.551,90.28,282.43,1060.01
Refrigerated cargo carrier,2628.392,86.11,269.61,1927.05
Bulk carrier,1009.6,58.79,185.84,2128.27
Bulk carrier,206.78,75.62,236.7,357.85
General cargo ship,316.011,75.01,235.98,962.86
Passenger ship,2675.07,275.89,861.53,669.56
General cargo ship,106.67,62.45,195.62,295.33
Ro-ro ship,2692.2,44.11,141.42,5791.04
Container ship,4070.24,56.15,180.01,6541.93
Container/ro-ro cargo ship,3163.6,113.96,357.77,2585.42
Ro-ro ship,5432.07,79.9,249.73,4653.1
Container ship,326.93,106.79,334.71,287.4
Container/ro-ro cargo ship,4438.974,129.65,407.48,2405.22
Container/ro-ro cargo ship,5113.9769,138.48,434.89,2722.0
Ro-pax ship,13023.15,154.9,488.74,6564.95
Vehicle carrier,2281.77,74.06,231.82,2992.86
Vehicle carrier,178.55,50.05,156.05,306.8
Ro-ro ship,3967.69,57.79,185.28,6259.18
Ro-ro ship,2985.75264,137.89,432.2,1986.45
Bulk carrier,443.243,51.17,161.82,1189.0
Bulk carrier,1117.19,49.25,155.79,2379.14
Bulk carrier,1125.1,54.27,171.55,3041.93
LNG carrier,5752.62295,262.75,793.68,1526.06
LNG carrier,8129.41186,307.21,890.53,1781.69
General cargo ship,671.48,49.48,156.7,1610.67
Ro-pax ship,12752.05,160.58,506.29,6139.01
Container ship,2538.46,55.55,173.43,5795.48
Ro-pax ship,20544.693,204.84,639.3,5031.36
Bulk carrier,311.73,51.83,162.23,585.27
Bulk carrier,652.3,80.89,255.71,436.75
Container ship,1443.1,95.17,302.25,1307.3
Ro-pax ship,10739.81,137.73,441.56,4383.0
Ro-pax ship,9855.95692,115.82,361.56,5085.3
Bulk carrier,1233.664,55.19,174.39,2276.18
Bulk carrier,684.198,70.65,222.8,1118.08
Vehicle carrier,2253.73,38.07,119.43,4803.52
General cargo ship,270.8,20.11,64.47,2347.78
Ro-pax ship,17146.13,195.21,610.82,5208.88
Ro-pax ship,10008.27,157.43,492.95,4161.33
Bulk carrier,966.74,110.01,346.57,711.0
Container ship,697.905,125.14,391.09,461.2
Passenger ship,3103.89,102.16,327.51,2542.0
Container ship,2532.271,59.44,185.78,5086.11
Container/ro-ro cargo ship,10585.9011,133.77,418.41,5391.92
Container/ro-ro cargo ship,9771.26245,119.09,372.61,5506.9
Chemical tanker,2778.9,60.9,191.56,5621.13
Container/ro-ro cargo ship,7491.9185,123.45,386.55,4008.45
Container/ro-ro cargo ship,6870.3599,131.64,411.31,3498.38
Bulk carrier,537.49826,55.87,176.25,778.21
Vehicle carrier,1258.43,115.37,365.34,755.4
Vehicle carrier,2154.15,115.48,362.67,1280.0
Bulk carrier,732.73,64.12,202.57,1165.0
Bulk carrier,508.7,72.19,226.32,1063.89
Ro-ro ship,4189.77,125.13,391.55,3906.87
Bulk carrier,510.572,132.44,420.98,347.0
General cargo ship,4015.64,83.69,261.38,3953.77
General cargo ship,2553.36,76.41,238.6,2699.05
General cargo ship,2732.63,79.64,249.02,2849.28
Container ship,41.51,36.61,114.14,84.3
Bulk carrier,478.1,121.98,385.81,524.17
Other ship types,2414.499,165.4,516.57,282.45
Container ship,6205.95935,74.15,231.19,5827.19
Bulk carrier,574.915,61.29,193.73,1066.56
Container ship,4955.99,161.67,507.07,2214.5
Container ship,4259.065,96.2,300.73,3837.05
Passenger ship,2802.36,114.11,365.75,2080.31
Bulk carrier,461.76,63.14,199.46,680.0
Ro-ro ship,8101.1,107.27,334.43,4886.33
Ro-ro ship,7461.169,105.91,330.21,4524.3
General cargo ship,2130.41,47.84,152.48,4157.8
General cargo ship,1084.521061,55.64,174.75,2415.6
General cargo ship,2112.0,43.64,139.13,4300.82
General cargo ship,1087.1,48.61,155.1,2198.75
Ro-pax ship,15780.23,213.76,670.59,5428.02
Refrigerated cargo carrier,2116.92,81.29,254.05,1659.78
Chemical tanker,2008.28,92.13,289.51,1871.49
Chemical tanker,1976.04,87.59,274.06,1846.93
Chemical tanker,1576.9,137.8,438.01,1447.8
Ro-pax ship,26870.78,218.22,679.99,6456.45
Ro-pax ship,3975.536,87.96,277.98,3086.77
Container ship,13366.88,158.08,494.49,5865.92
Container ship,12816.473,156.01,488.13,5525.09
Container/ro-ro cargo ship,9218.92,121.98,381.65,5013.66
General cargo ship,326.832,25.27,79.76,1514.85
Container ship,1577.476,69.55,219.2,2738.5
Container ship,1848.233,69.95,218.97,2469.17
Ro-pax ship,820.69,47.66,152.79,1656.02
Ro-pax ship,585.67,50.85,163.03,1107.36
General cargo ship,2454.24,37.24,119.41,5780.35
General cargo ship,2394.63,37.76,121.07,5743.09
General cargo ship,1630.68,83.63,265.31,1737.1
Ro-pax ship,5407.2,73.17,228.26,5542.5
Ro-pax ship,5598.2,71.74,223.75,5853.0
Container ship,5099.9,73.95,230.66,5674.0
Container ship,5324.4,76.9,239.89,5723.0
Ro-pax ship,10146.5765,177.33,554.05,3597.54
Ro-pax ship,9392.70392,169.5,529.74,3510.29
Ro-pax ship,17496.63,184.1,574.42,4972.54
Ro-pax ship,13992.21,161.74,508.1,5804.59
Ro-pax ship,13399.31,155.62,498.92,5507.43
Bulk carrier,525.65,63.8,204.53,1003.33
Bulk carrier,2641.1,61.93,198.17,4163.15
Other ship types (Offshore),735.0,4696.49,15056.93,156.5
General cargo ship,429.47,62.0,196.87,623.68
Bulk carrier,281.58,58.08,182.21,483.5
Bulk carrier,469.85,32.92,104.02,1565.9
Other ship types,2484.62,47.56,150.38,5029.1
Container ship,15432.95,256.89,803.88,4318.9
Container ship,5259.96,249.25,780.41,1592.13
Bulk carrier,639.1,63.99,200.46,1342.5
Bulk carrier,1601.463,72.54,228.12,2404.83
Bulk carrier,1122.559,80.65,252.69,1729.86
Container ship,1378.42,131.84,413.6,831.2
Container ship,1327.421,95.57,301.02,1577.26
Other ship types,4829.4,82.66,258.82,3691.0
Other ship types,2839.0,77.06,240.63,2151.0
Other ship types,4892.3,88.07,274.99,3383.0
Chemical tanker,2920.5,67.3,215.76,4247.0
Chemical tanker,1760.462,85.92,270.57,2211.2
General cargo ship,367.8,35.49,112.49,1358.82
General cargo ship,985.0,33.99,108.99,3495.45
Container ship,110.281,68.27,215.27,150.73
Chemical tanker,3187.22,67.67,212.1,4326.0
Container ship,2280.12,110.59,350.77,3235.4
Chemical tanker,1076.47,85.62,267.24,998.3
Chemical tanker,2521.93,85.03,265.56,2490.1
Chemical tanker,813.81,72.69,226.98,884.4
General cargo ship,216.1,66.87,209.68,387.24
General cargo ship,183.1,55.2,174.87,328.73
Container ship,2245.79,126.13,394.44,2879.2
Container ship,1594.54,116.25,365.45,1284.39
Ro-pax ship,1658.2,87.56,180.27,2364.33
Container ship,2952.2,61.72,192.93,4591.83
Chemical tanker,987.33,85.05,265.84,886.6
Chemical tanker,2595.77,60.77,191.03,4514.99
Vehicle carrier,4994.6682,71.07,202.73,5427.71
Container ship,3606.633,58.33,182.03,4490.18
Oil tanker,1044.47,72.07,225.1,1439.45
General cargo ship,119.44,72.08,227.89,182.25
Refrigerated cargo carrier,3765.53,84.97,266.17,2914.39
Refrigerated cargo carrier,3455.93,84.78,265.64,2652.54
Ro-pax ship,7706.0,132.64,425.23,1977.0
Container ship,1177.356,78.34,246.15,1537.72
Bulk carrier,151.0,47.44,150.13,319.5
General cargo ship,1334.62,64.99,203.92,3353.6
Ro-pax ship,6146.5,81.4,254.27,5663.25
Ro-pax ship,6455.8,83.06,259.28,5829.0
Refrigerated cargo carrier,1694.2,63.11,197.98,2277.95
Oil tanker,2037.5,122.18,384.95,1410.32
Container ship,5479.1,124.96,390.89,4622.27
Container ship,2785.97,90.63,285.65,3261.6
Ro-ro ship,8306.63,129.48,404.47,4358.01
Ro-ro ship,10241.47,126.82,395.73,4992.26
Oil tanker,1133.8,52.78,165.27,2090.71
Other ship types,2379.97,64.47,201.72,2770.3
Other ship types,1885.33,63.74,200.69,2393.32
Vehicle carrier,4576.5,99.39,311.53,3016.0
Container ship,4360.03,218.44,682.28,1377.99
Container ship,2771.3,218.0,679.89,826.68
Container ship,1517.19,117.78,367.51,1020.9
General cargo ship,611.3,63.33,200.07,1176.0
General cargo ship,163.1,46.24,146.19,357.95
General cargo ship,520.4,58.54,183.75,758.71
Bulk carrier,687.35,77.98,244.05,820.73
Container ship,9320.42,125.04,391.95,5729.7
General cargo ship,1840.717,40.12,127.89,5072.25
Passenger ship,2767.45,156.23,500.87,1207.45
Passenger ship,3391.66,227.98,715.11,894.8
Passenger ship,332.2,228.68,722.34,128.85
Chemical tanker,798.47,43.02,135.09,1832.31
Ro-ro ship,9380.38,116.38,363.1,5528.91
Other ship types,3430.45,62.86,196.15,4100.45
General cargo ship,1403.82511,40.5,129.83,2910.08
General cargo ship,1144.78575,36.93,118.4,2972.75
Bulk carrier,337.57,66.88,211.22,576.0
Vehicle carrier,1296.6,88.96,277.43,1043.1
Bulk carrier,612.0,68.88,217.41,1263.58
Container ship,181.4,118.52,373.12,456.4
Refrigerated cargo carrier,1016.14,71.95,227.23,878.33
Vehicle carrier,1795.02,108.17,340.66,1203.5
General cargo ship,172.6,29.67,93.97,744.3
Bulk carrier,304.8,66.48,207.94,401.0
Refrigerated cargo carrier,617.6,75.04,237.17,515.46
General cargo ship,542.4,39.25,124.2,1206.28
Bulk carrier,1200.667,68.82,217.18,1615.0
Ro-ro ship,2723.01,59.64,169.02,8784.0
Chemical tanker,1610.911,74.95,236.26,2270.9
General cargo ship,2003.63,45.65,145.52,4132.96
General cargo ship,1566.57,41.56,132.46,3950.09
Refrigerated cargo carrier,1355.56,99.16,309.64,809.91
Ro-ro ship,10112.63,88.07,275.0,7392.26
General cargo ship,858.39,76.98,239.86,1027.3
General cargo ship,2280.02,83.43,263.68,2501.6
Container ship,849.517,78.98,247.23,1489.63
Ro-pax ship,4516.3,140.24,449.62,970.0
Passenger ship,17023.54,411.68,1289.89,2875.54
Passenger ship,21921.09,384.67,1199.66,3322.61
General cargo ship,930.43,39.87,125.21,2369.6
Ro-pax ship,20878.08,180.93,564.57,6208.61
Container ship,18430.89,235.97,735.13,4768.52
Other ship types,93.75,72.47,229.26,128.7
General cargo ship,1562.69,66.77,210.43,2361.0
Container ship,5915.63,133.93,418.06,4737.6
Container ship,2650.86,111.83,349.29,2699.7
Container ship,2772.12,63.5,198.84,4249.1
Refrigerated cargo carrier,306.099,44.45,140.05,752.3
Bulk carrier,1399.85,85.92,270.89,1719.25
Bulk carrier,948.7,75.65,239.09,1494.98
General cargo ship,2195.2,46.21,147.04,4462.32
General cargo ship,1835.1,43.49,138.59,3988.35
Container ship,425.6536,61.04,189.67,939.7
Refrigerated cargo carrier,9290.04,106.34,331.55,5167.65
Refrigerated cargo carrier,9182.43,106.16,330.88,5099.03
Refrigerated cargo carrier,10976.58,107.95,336.36,6063.8
Refrigerated cargo carrier,9566.15,95.86,298.71,6016.3
General cargo ship,1423.5,58.27,185.03,2032.35
General cargo ship,561.11,61.56,192.92,1073.35
General cargo ship,952.4,56.81,179.96,1483.19
General cargo ship,35.7,39.23,123.48,84.0
Ro-ro ship,7161.925,92.41,289.36,5780.54
General cargo ship,934.54,31.68,99.49,2689.74
Bulk carrier,1988.35,60.74,189.46,2706.57
Ro-pax ship,6737.6056,144.08,449.63,2872.0
Ro-ro ship,3293.989,94.93,296.81,2658.05
Ro-ro ship,6752.19,86.73,275.46,5768.72
Container ship,3668.08,112.61,353.23,3666.7
Container ship,12078.82,254.58,793.53,3416.73
Container ship,11021.97,281.62,880.71,3113.57
Oil tanker,3632.01,131.37,415.14,2333.38
Passenger ship,3957.1,410.74,1302.93,546.16
General cargo ship,2221.63,42.55,132.97,5033.68
Refrigerated cargo carrier,1484.91,102.25,321.0,1264.26
Container ship,2577.93,84.91,266.57,2745.05
General cargo ship,1030.5,82.46,259.14,1295.12
General cargo ship,192.55,39.72,125.69,478.23
Ro-pax ship,1386.9,68.57,219.84,1735.47
Chemical tanker,2915.94,79.63,249.59,3222.1
Chemical tanker,4473.59,90.48,283.79,4098.62
Container ship,7303.83,144.29,450.37,4769.9
Container ship,5633.84,133.46,417.36,4732.1
Container ship,7670.78,146.39,456.81,4742.7
Container ship,7456.68,113.55,354.57,5801.0
Container ship,6855.36,135.17,423.6,4429.9
Container ship,10716.01,162.34,509.35,5405.7
Bulk carrier,1662.81,73.09,231.48,2051.57
Passenger ship,22724.51,300.53,941.8,5111.7
Oil tanker,1944.54,177.39,563.99,1023.35
Chemical tanker,1990.4,86.53,268.97,1843.5
Ro-pax ship,7475.88809,133.63,428.42,3174.35
Chemical tanker,3897.36,87.04,274.55,3418.73
Ro-pax ship,172.96,78.79,252.6,211.2
Ro-ro ship,8909.74,97.9,305.14,6014.28
General cargo ship,1616.7,80.69,254.75,3460.23
General cargo ship,1240.2,57.3,179.41,2706.52
Ro-pax ship,3961.7,152.06,487.5,931.0
Vehicle carrier,441.4,98.61,310.55,307.4
General cargo ship,189.8,34.37,110.2,918.63
General cargo ship,812.506,42.83,134.44,2246.92
General cargo ship,1179.59714,35.36,113.35,5330.07
Chemical tanker,2379.83,54.02,168.83,3994.3
Bulk carrier,997.51,47.99,151.54,2436.66
Chemical tanker,2903.3,65.53,210.09,4016.0
Chemical tanker,2778.41,66.01,206.93,4346.84
Chemical tanker,1641.06,57.59,184.08,2547.27
Chemical tanker,4330.17,53.77,172.38,6532.45
Chemical tanker,1440.7,110.79,350.92,1242.3
Chemical tanker,3638.6,118.23,374.17,2983.9
Chemical tanker,4365.73,103.8,328.62,3879.49
Refrigerated cargo carrier,3878.88,92.12,289.09,2756.35
Refrigerated cargo carrier,3879.74,86.68,271.59,2826.74
Passenger ship,10818.02,187.18,600.09,4561.03
Refrigerated cargo carrier,1369.145,87.39,273.66,1189.08
Refrigerated cargo carrier,2260.187,103.98,324.74,1262.19
Oil tanker,566.48,31.51,101.03,2167.29
General cargo ship,306.0,39.91,125.19,770.5
General cargo ship,2164.42,68.94,217.25,3163.22
Bulk carrier,722.434,79.8,251.96,894.2
Other ship types,151.0,63.74,202.38,409.0
Ro-ro ship,7032.15,108.6,339.05,5152.12
Container ship,3311.79,83.69,262.62,3544.1
Chemical tanker,651.111,38.89,122.96,2905.0
General cargo ship,134.73,39.65,125.73,300.67
Bulk carrier,516.8,59.0,187.75,793.6
Ro-pax ship,6648.06402,157.84,506.02,1736.5
Ro-pax ship,3422.33,111.48,357.4,1291.47
Ro-pax ship,368.35,138.38,443.63,109.24
Gas carrier,136.5,118.59,374.72,90.4
Vehicle carrier,2699.27,89.93,281.68,2100.08
Vehicle carrier,3895.751,120.15,376.65,2119.3
Vehicle carrier,1444.24,114.46,359.46,858.1
Vehicle carrier,2198.75,104.02,328.14,1441.4
Vehicle carrier,342.81,117.08,372.45,280.9
Chemical tanker,2928.03,78.26,245.3,2810.4
Ro-ro ship,5447.33,90.2,283.58,4924.23
Vehicle carrier,697.9,91.68,281.91,509.8
Vehicle carrier,430.3,107.98,337.53,287.2
Gas carrier,1042.6,77.38,248.08,1201.8
Gas carrier,1041.69,90.01,284.31,930.0
General cargo ship,589.44,47.87,150.11,1320.7
General cargo ship,569.9,56.26,178.23,1394.32
General cargo ship,507.59,30.47,96.33,1647.38
General cargo ship,555.05,38.51,121.21,1281.6
Chemical tanker,1910.66,130.41,411.1,1187.4
Bulk carrier,561.8,67.97,215.13,764.1
Ro-pax ship,12327.616,204.46,638.82,3468.16
Refrigerated cargo carrier,3413.149,85.42,266.76,2694.58
Refrigerated cargo carrier,3277.792,84.02,262.58,2540.45
General cargo ship,1776.37,42.28,134.56,3982.7
Other ship types,650.9,94.1,293.72,704.41
Vehicle carrier,1605.62,100.5,315.35,1157.6
Vehicle carrier,1264.6,31.16,99.9,3506.98
Vehicle carrier,443.7,54.18,173.69,759.0
Bulk carrier,501.1,49.7,155.08,880.5
Ro-ro ship,3314.08,109.46,342.03,3665.1
Ro-ro ship,5646.89,104.01,324.62,4523.7
Bulk carrier,1804.37,75.28,238.25,2227.55
Bulk carrier,1626.36,70.57,222.56,2524.33
Bulk carrier,1338.38,73.67,231.99,1631.56
Bulk carrier,2611.84,73.11,230.29,3269.68
Bulk carrier,1589.87,75.71,239.45,2066.54
General cargo ship,2079.89,46.13,146.73,4108.77
Bulk carrier,60.79,87.59,276.95,60.5
General cargo ship,1438.67,67.99,212.44,2842.2
Ro-ro ship,7619.27,94.38,294.43,5608.32
Ro-pax ship,10069.13,179.79,565.76,4182.4
Ro-pax ship,10381.79,143.45,459.89,5068.04
Bulk carrier,983.856,87.71,276.81,909.1
Refrigerated cargo carrier,1747.103,84.06,262.86,1187.65
Refrigerated cargo carrier,763.328,71.89,226.87,735.84
Refrigerated cargo carrier,348.3,81.32,254.61,259.25
Refrigerated cargo carrier,2355.598,79.09,247.17,1721.12
Refrigerated cargo carrier,486.652,79.32,248.94,553.5
Vehicle carrier,5757.1,93.07,291.88,4212.0
General cargo ship,779.48,70.15,219.25,1243.31
Vehicle carrier,1864.17,107.93,338.64,1302.52
Container ship,1836.24,185.22,582.29,757.9
Container ship,11620.49,167.72,525.86,5005.4
Container ship,4779.2,158.72,494.78,2326.3
Bulk carrier,1509.11,46.52,146.74,3063.26
Vehicle carrier,1426.0,94.93,296.97,1075.8
Chemical tanker,279.51,65.72,205.22,447.5
General cargo ship,2556.63,90.67,284.32,2410.53
General cargo ship,3483.13,86.88,274.21,3451.77
Container/ro-ro cargo ship,1563.95,137.38,438.86,1187.6
Ro-ro ship,3943.86,65.78,209.8,4696.11
Chemical tanker,3158.93,96.14,303.56,3157.58
Passenger ship,4243.77,139.82,444.5,2382.85
Ro-ro ship,4228.77,90.41,286.97,3913.42
Ro-ro ship,4900.18,93.43,296.85,4435.42
Ro-pax ship,24891.3,226.98,707.22,5378.34
Refrigerated cargo carrier,525.1,73.3,234.99,983.28
General cargo ship,970.7,39.66,125.7,2243.12
Vehicle carrier,6107.79265,77.0,218.54,5874.33
Ro-pax ship,18135.664,211.36,658.81,4356.72
Vehicle carrier,3802.07,88.15,275.82,3002.1
Vehicle carrier,4203.38,99.42,311.28,2937.1
Ro-ro ship,8121.4,113.21,357.18,5094.84
Ro-ro ship,8305.63,113.25,357.27,5067.53
General cargo ship,1542.12,82.95,262.02,1487.78
General cargo ship,2437.78,96.62,301.47,2373.6
General cargo ship,3110.11,88.68,277.51,2864.1
Vehicle carrier,4520.89,105.05,328.25,3096.6
Other ship types,8971.63,152.13,475.44,5788.43
Other ship types,12758.644,198.75,619.96,6358.07
Chemical tanker,4143.8,60.25,193.17,6019.56
Container ship,50.45,101.31,319.61,84.45
Ro-ro ship,3420.4,68.78,215.09,4134.4
Ro-ro ship,8522.44,87.17,271.72,5624.2
Ro-ro ship,6704.23,94.21,294.29,4819.6
General cargo ship,4462.96,151.33,482.07,3580.7
General cargo ship,2380.83,64.85,204.3,3234.1
General cargo ship,3407.19,71.15,224.52,4262.86
Oil tanker,2520.31,48.03,153.4,4910.17
Ro-ro ship,9061.93,98.76,308.45,5669.21
Chemical tanker,821.58,67.26,215.63,1108.35
Passenger ship,4639.98,170.67,540.34,2240.1
Passenger ship,6116.6,158.73,507.86,2800.9
Passenger ship,13843.25,208.51,659.01,4542.4
Container ship,2985.52,95.96,300.09,3597.0
Ro-ro ship,7144.31,87.33,276.08,5614.58
Ro-ro ship,2697.94,96.3,307.21,2056.9
Ro-ro ship,7775.52,84.24,264.84,6316.85
Ro-pax ship,13731.75,149.16,466.38,4770.69
Container ship,2847.037664,56.26,180.36,4929.3
Container ship,5228.78,95.55,299.62,5870.82
Ro-pax ship,3957.3,135.73,435.15,948.87
Ro-pax ship,8300.31376,140.73,451.17,2325.62
General cargo ship,822.65,47.65,150.83,1691.0
Vehicle carrier,3477.94,111.57,351.8,2005.77
Passenger ship,25920.14,451.8,1445.32,4973.79
Bulk carrier,416.82,55.69,174.04,670.08
Refrigerated cargo carrier,1138.25,71.7,225.41,1084.51
Refrigerated cargo carrier,1256.78,77.46,242.87,958.23
General cargo ship,1441.6,83.32,259.87,1360.72
General cargo ship,1183.56,84.81,265.99,1655.8
Ro-ro ship,5765.62,74.21,223.87,5620.18
Container ship,12252.82727,178.92,557.47,4489.68
Container ship,13119.8,183.15,570.55,4644.01
Container ship,12942.43634,195.04,607.78,4431.75
Container ship,13791.86803,196.62,612.49,4459.57
Container ship,11558.98,179.22,558.34,4309.32
Container ship,11590.15,178.14,554.92,4266.89
Vehicle carrier,909.8,98.04,301.04,758.33
Refrigerated cargo carrier,2143.512,75.78,236.82,1649.19
General cargo ship,141.7,43.08,136.52,883.24
Vehicle carrier,1547.32,110.01,344.19,950.15
Ro-ro ship,6576.93,78.57,251.31,5635.47
Passenger ship,284.18,140.06,449.03,157.8
Passenger ship,6333.73,156.71,502.42,3158.7
Chemical tanker,3726.59,75.31,237.7,4528.07
Passenger ship,18798.92,462.24,1469.59,3525.03
Container ship,4775.45381,117.07,364.6,5148.45
Container ship,14366.68,167.17,520.71,5609.85
Container ship,12310.55894,171.36,531.77,5107.25
Container ship,13810.609,180.45,564.88,4793.75
Container ship,15852.756,179.95,562.93,5826.1
General cargo ship,454.7,64.33,206.25,677.01
Oil tanker,560.62595,114.88,359.14,745.67
Bulk carrier,122.0,44.01,139.16,394.0
Bulk carrier,352.9,47.32,149.42,1018.73
Bulk carrier,686.66,50.96,160.66,1340.7
Refrigerated cargo carrier,1171.994,81.5,256.2,880.16
Refrigerated cargo carrier,392.1,55.56,175.24,592.28
Refrigerated cargo carrier,1012.344,77.11,241.9,1071.0
Vehicle carrier,2940.58,45.45,145.71,5329.79
Vehicle carrier,2926.05,44.23,141.81,5584.94
Passenger ship,14445.58,342.39,1097.71,2792.01
Passenger ship,14802.1,345.62,1101.94,2797.65
General cargo ship,204.83,101.83,320.22,263.23
General cargo ship,1860.49,48.57,155.71,4027.38
General cargo ship,1891.43,43.26,137.9,4470.45
Vehicle carrier,1671.21346,40.89,131.11,3678.6
Bulk carrier,78.0,60.0,189.74,191.65
Chemical tanker,3169.027,92.69,290.56,3201.0
Chemical tanker,1928.73,108.41,340.44,1599.3
Other ship types,846.891,129.31,399.56,699.43
Container ship,4451.3,204.47,637.98,1825.8
Container ship,6513.65,256.4,799.04,1461.58
Container ship,6373.65,218.1,680.78,2423.3
General cargo ship,1443.39,80.48,251.46,1614.18
Ro-pax ship,23083.13,240.59,749.96,4546.15
General cargo ship,578.38,46.17,144.53,1316.77
